"","all","q_val.all","LFC.all","C","q_val.C","LFC.C","PS","q_val.PS","LFC.PS","P","q_val.P","LFC.P","means","Kingdom","Phylum","Class","Order","Family","Genus","RDPGenus","Species"
"ASV1",FALSE,0.990868178167474,0.00028337124964066,TRUE,9.69520657749396e-05,-0.1956727870348,FALSE,0.296721353275524,0.031608309756345,TRUE,0.00506545272107993,-0.0990347349574743,0.246405144434604,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","Marinobacter","ASV1"
"ASV10",FALSE,0.805428114939526,-0.0160252454066589,TRUE,3.25606448598403e-08,-0.426054918853029,FALSE,0.876110663691881,0.00438010017370442,TRUE,7.58321456480139e-05,0.109649756474499,0.0330767652959416,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Seohaeicola","Seohaeicola","ASV10"
"ASV12",FALSE,0.897913675349207,-0.00661804125424794,TRUE,3.03429872236514e-06,-0.254005795641637,FALSE,0.868117873939319,-0.0121064009331503,FALSE,0.880309221143593,-0.0176912531728068,0.0416608998563438,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Oceanicaulis","Oceanicaulis","ASV12"
"ASV13",FALSE,0.731951597787315,-0.0315958091435147,TRUE,6.78230630042904e-06,-0.259582055176823,FALSE,0.203841522874403,0.0541038608633514,TRUE,0.0018592861122407,-0.153258559101922,0.0361030377439279,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,"ASV13"
"ASV14",TRUE,0.0141178138723634,-0.330960466266804,TRUE,0.00323463880829982,-0.633592904199949,FALSE,0.872862099851161,0.0141873600028977,TRUE,0.000953456046354288,-0.637425180588212,0.0212551496201682,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Alcanivorax","Alcanivorax","ASV14"
"ASV15",FALSE,0.938600711087224,-0.00316974774698062,FALSE,0.964443338117047,0.00233769371500514,FALSE,0.355834622620587,-0.0425682957454216,TRUE,1.00432709020842e-06,-0.233227967195374,0.0221084819164001,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseovarius","Roseovarius","ASV15"
"ASV16",FALSE,0.501446632450591,-0.0991650728453667,TRUE,1.34923806224051e-17,-0.622580902567674,FALSE,0.271251855374704,0.0797323231412452,FALSE,0.938192059251529,-0.0185959650945207,0.0171658950869633,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter","Limnobacter","ASV16"
"ASV17",FALSE,0.655548209888173,0.0514370604499376,TRUE,1.09428238074682e-05,-0.338551196669071,TRUE,0.00025387507024173,0.394459127859352,FALSE,0.112313572246327,-0.165546075825319,0.0146316147166341,"Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales",NA,NA,"Bradymonas","ASV17"
"ASV18",TRUE,0.000236051930608546,0.285835531609462,TRUE,0.0259693445074831,0.427177655778633,FALSE,0.46446626775441,-0.0499376494339731,TRUE,0.00405310278262257,0.216317262498875,0.00893592275236713,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Devosia","ASV18"
"ASV19",TRUE,0.0397353384510824,-0.128970173674093,TRUE,6.09774945500395e-10,-0.532882561635562,FALSE,0.752170585904596,-0.028532338818014,FALSE,0.596195940793498,-0.0894449465535515,0.0128905809610913,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter","Erythrobacter","ASV19"
"ASV20",FALSE,0.731951597787315,-0.017222984941517,TRUE,0.0120300862020022,-0.134267539552301,FALSE,0.820874274495987,-0.0164300125807569,TRUE,0.00293724885853856,-0.164920728676342,0.00606906661708212,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseovarius","Roseovarius","ASV20"
"ASV21",TRUE,0.000173201183505458,0.160332163414484,FALSE,0.732916918803661,0.0282924468736481,TRUE,0.0484629505989716,0.118138540655077,FALSE,0.196465580917973,0.0706161767298783,0.0101985824597301,"Bacteria","Bacteroidota","Rhodothermia","Balneolales","Balneolaceae","Balneola","Balneola","ASV21"
"ASV22",TRUE,0.027975972377449,0.0625018827006679,FALSE,0.486172999265771,-0.0364603826897097,FALSE,0.46446626775441,-0.033264489531683,FALSE,0.938192059251529,-0.00671880566145329,0.00701528250961984,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Marivita","Marivita","ASV22"
"ASV23",TRUE,2.70313367570358e-12,0.960282719478351,TRUE,2.40760941214201e-16,1.89992286195586,TRUE,1.96622407181615e-07,0.277676806671286,TRUE,0,0.439299163823049,0.00334170789779837,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","Thalassospira","ASV23"
"ASV25",TRUE,2.01307202557117e-09,-0.220548224519258,TRUE,2.02323201712844e-15,-0.489059981610531,FALSE,0.106232106663789,-0.0946667348804561,TRUE,1.54952503809931e-11,-0.341867283051636,0.00456972202638008,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Nioella",NA,"ASV25"
"ASV26",FALSE,0.359303499284789,-0.0540603388029448,TRUE,2.80154665140396e-06,-0.22842818503811,FALSE,0.057671740691284,-0.0935897766534813,FALSE,0.577915774089966,-0.104112380702093,0.00292129896646557,"Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Thalassobaculaceae","Thalassobaculum","Thalassobaculum","ASV26"
"ASV27",TRUE,2.34190227627375e-06,0.547403573264907,TRUE,1.25160831714022e-21,0.570393173690818,FALSE,0.409149390598628,0.239947307132497,TRUE,0,0.567920912986554,0.002572222410486,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Labrenzia","Roseibium","ASV27"
"ASV28",TRUE,0.0104742068824184,-0.204196598107801,TRUE,3.03429872236514e-06,-0.726477729643269,FALSE,0.853251452509885,0.00903042300918363,TRUE,0.000280194494998401,-0.159091813674168,0.00494280093572964,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Hoeflea","Hoeflea","ASV28"
"ASV29",FALSE,0.35133801269447,-0.0461137537085742,TRUE,1.97273797987073e-10,-0.333197402551807,FALSE,0.254488143167629,0.0955816723259204,TRUE,7.58321456480139e-05,-0.164674856884685,0.00396875210262635,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Roseitalea",NA,"ASV29"
"ASV3",FALSE,0.171272693657583,0.0498282675008838,FALSE,0.449399310908624,-0.0456935106126815,FALSE,0.836919986273615,0.0089561690731077,FALSE,0.157767051335781,-0.0777271819426253,0.149406942351438,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","Marinobacter","ASV3"
"ASV30",FALSE,0.215654018855191,0.0571386931730476,FALSE,0.0515248447230622,-0.14893010784546,FALSE,0.254488143167629,-0.0546302878103818,FALSE,0.114304116320409,0.111027149190135,0.00201372705125133,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","Muricauda","ASV30"
"ASV31",FALSE,0.806012494379493,0.0183754636207653,TRUE,0.00482204757657049,-0.306443847900204,FALSE,0.271251855374704,0.0650678680296658,FALSE,0.698580609461413,0.0325530447479845,0.00388230387107957,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Oceanicaulis","Oceanicaulis","ASV31"
"ASV32",FALSE,0.731951597787315,0.0430637380963904,TRUE,0.0333150425825151,-0.250357410689247,FALSE,0.836919986273615,0.0568677463563724,FALSE,0.597416567988912,0.0587315526371968,0.00446133936663998,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Maricaulis","Maricaulis","ASV32"
"ASV33",TRUE,0.0397353384510824,-0.09951407646222,TRUE,5.04832925836335e-22,-0.402368405508412,NA,NA,NA,NA,NA,NA,0.00125816685718283,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Pusillimonas","Pusillimonas","ASV33"
"ASV34",TRUE,0.0275040080495315,-0.122528020067195,NA,NA,NA,TRUE,3.2693983376152e-05,-0.370153443828803,TRUE,0,-0.239999149875556,0.00128735479158669,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Arenibacter","Arenibacter","ASV34"
"ASV35",TRUE,0.00415245944497693,-0.285187837820304,TRUE,0.00075168648286246,-0.516156943260284,TRUE,6.93346385702412e-07,-0.276482344102807,TRUE,0.00170965867048038,-0.326873552082668,0.00220245011876641,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseibacterium","Aliiroseovarius","ASV35"
"ASV37",FALSE,0.316025401977821,-0.0706208967166921,TRUE,7.22177794758157e-22,-0.494457508768683,FALSE,0.816434052292992,0.039057024003783,FALSE,0.938192059251529,-0.0204115313700258,0.00113907618292588,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","Pseudohongiella","Pseudohongiella","ASV37"
"ASV38",TRUE,0.0170440795602482,0.16475028659769,NA,NA,NA,FALSE,0.058802839279802,0.334398180456014,NA,NA,NA,0.000604644043509193,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,"Phaeodactylibacter","ASV38"
"ASV39",FALSE,0.806012494379493,0.0325224871687265,TRUE,4.45172518831458e-12,-0.409196775186733,FALSE,0.271251855374704,0.228394488723332,FALSE,0.938192059251529,0.0144204219847302,0.000700874015645514,"Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","Parvibaculaceae","Pyruvatibacter","Pyruvatibacter","ASV39"
"ASV40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000510433218767418,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus","Algoriphagus","ASV40"
"ASV41",FALSE,0.26547048542225,-0.0571534190071301,TRUE,6.78230630042904e-06,-0.317718622336905,NA,NA,NA,NA,NA,NA,0.000476539773625041,"Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","Parvibaculaceae","Mf105b01",NA,"ASV41"
"ASV42",FALSE,0.881233443420628,-0.0200074654315529,NA,NA,NA,FALSE,0.423025086031277,-0.118863462808846,FALSE,0.62207641575901,-0.137517654951258,0.000468685623116875,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,NA,"ASV42"
"ASV43",FALSE,0.723942377180125,0.101433881421144,FALSE,0.616013916960931,0.163037744248716,FALSE,0.46446626775441,-0.248059166729006,FALSE,0.857111410551188,0.125373740758872,0.000427029565974284,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Phocaeicola","ASV43"
