group	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_extr-ctrl--extr-ctrl-_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_extr-ctrl--extr-ctrl-_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_extr-ctrl--extr-ctrl-_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_extr-ctrl--extr-ctrl-_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-0d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-0d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-0d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-0d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-12d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-12d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-12d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-12d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-3d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-3d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-3d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-3d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-6d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-6d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-6d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-6d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-9d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-9d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-9d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-9d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-med-ctrl-_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-med-ctrl-_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-med-ctrl-_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_exudate-med-ctrl-_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-0d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-0d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-0d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-0d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-12d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-12d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-12d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-12d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-3d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-3d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-3d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-3d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-6d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-6d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-6d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-6d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-9d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-9d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-9d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-9d_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-med-ctrl-_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-med-ctrl-_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-med-ctrl-_	20190429_JJ_VB_BioSFA_Pttime_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_pellet-med-ctrl-_
file	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_2_extr-ctrl--extr-ctrl-_2_IR02_NA_176.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_1_extr-ctrl--extr-ctrl-_1_IR02_NA_083.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_3_extr-ctrl--extr-ctrl-_3_NA_011.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_4_extr-ctrl--extr-ctrl-_4_IR02_NA_056.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_12_exudate-0d_4_NA_017.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_11_exudate-0d_3_IR02_NA_092.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_9_exudate-0d_1_IR02_NA_122.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_10_exudate-0d_2_IR02_NA_086.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_25_exudate-12d_1_IR02_NA_110.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_27_exudate-12d_3_NA_026.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_26_exudate-12d_2_IR02_NA_068.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_28_exudate-12d_4_IR02_NA_047.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_15_exudate-3d_3_IR02_NA_179.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_16_exudate-3d_4_IR02_NA_035.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_13_exudate-3d_1_IR02_NA_104.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_14_exudate-3d_2_IR02_NA_161.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_19_exudate-6d_3_IR02_NA_071.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_20_exudate-6d_4_IR02_NA_128.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_18_exudate-6d_2_IR02_NA_113.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_17_exudate-6d_1_IR02_NA_167.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_22_exudate-9d_2_IR02_NA_077.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_24_exudate-9d_4_IR02_NA_146.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_23_exudate-9d_3_IR02_NA_029.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_21_exudate-9d_1_NA_020.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_8_exudate-med-ctrl-_4_IR02_NA_065.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_5_exudate-med-ctrl-_1_IR02_NA_149.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_7_exudate-med-ctrl-_3_IR02_NA_032.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_6_exudate-med-ctrl-_2_IR02_NA_152.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_35_pellet-0d_3_IR02_NA_119.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_36_pellet-0d_4_NA_023.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_33_pellet-0d_1_IR02_NA_089.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_34_pellet-0d_2_IR02_NA_134.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_51_pellet-12d_3_IR02_NA_059.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_50_pellet-12d_2_IR02_NA_131.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_49_pellet-12d_1_IR02_NA_143.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_52_pellet-12d_4_IR02_NA_164.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_38_pellet-3d_2_IR02_NA_038.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_39_pellet-3d_3_IR02_NA_116.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_37_pellet-3d_1_IR02_NA_098.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_40_pellet-3d_4_IR02_NA_155.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_44_pellet-6d_4_IR02_NA_044.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_42_pellet-6d_2_IR02_NA_080.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_41_pellet-6d_1_IR02_NA_053.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_43_pellet-6d_3_IR02_NA_137.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_48_pellet-9d_4_IR02_NA_050.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_47_pellet-9d_3_IR02_NA_062.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_46_pellet-9d_2_IR02_NA_095.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_45_pellet-9d_1_IR02_NA_158.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_30_pellet-med-ctrl-_2_NA_014.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_32_pellet-med-ctrl-_4_IR02_NA_101.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_29_pellet-med-ctrl-_1_IR02_NA_125.h5	20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_31_pellet-med-ctrl-_3_IR02_NA_170.h5
0000_indole-3-pyruvic_acid_negative_M-H202p0509_0p84					955297.3594	864026.7285	124251.9902	349802.1406	63605554.5	156641524.9	94315810.48	111039365.6	284388.5215	458384	136813.7109	342404.9766	4731596.867	27625267.02	6380795.844	7391010.348	32239097.98	27869081.25	26176621.06	27227895.3	420993.7031	226076.1055	138444.5352	335067.6953	81773.5293	26679.00781	162846.3496	37886.92969	53510450.79	16929612.04	15288140.71	11283066.69	34967.72266	152654.0176	55185.99219	81835.82617	45240.10547	292184.8262	243893.7813	54668.07422	3128404.957	2824654.875	3787265.02	3912350.537	23097.89648	38508.87695	21921.78906	26869.18164
0001_lumichrome_negative_M-H241p0731_0p88	186054.2656	2441745.396	2330390.08	1865503.344	26894275.4	13566421.57	20648918.55	27753507.84	2356645278	2442290239	3250641105	2925770132	199313084.3	188773662.6	170990783.3	173589670.2	1293758599	780764255.1	1233579542	1150467534	2788465878	2103873880	2704987195	2141834568	2229675.117	2128564.047	281405.9375	2183546.256	1654333.904	2260890.119	2711498.125	1329285.072	114144242	59478788.78	33324499.25	61765357.5	6710513.988	6632923.219	10326414.52	7551549.047	12444803.17	16026457.59	18754789	14929868.63	35588567.56	38017033.48	57472898.89	34276596.74	2251528.688	1652706.504	1216672.392	2584212.484
0002_5-hydroxyindoleacetic_acid_negative_M-H190p0509_0p93		22230.15625	41130.76367	92105.3457	304543.3535	76904.11426	173051.6621	163371.5137	27571243.24	18219021.17	10775568.2	3937083.469	165002.6074	227321.1875	435194.6387	224925.2617	2734313.045	976937.623	2360361.274	1379785.719	13696012.05	2311497.32	14473793.22	9348502.309		113438.9531		132164.0742	87316.5293	40353.62109	66391.89453	41220.07031	308441.8125	519132.5039	439190.0273	186056.9805	62414.58008	97261.06641	54789.48047	74592.81641	805176.6484	58559.77344	1059083.602	296390.0117	900585.7266	491112.8672	445508.2695	400353.959	28126.82617	17635.00977		172301.457
0003_indole-3-acetic_acid_negative_M-H174p0560_1p17					443776.082		287300.2695	393616.3945	25262126.08	41409186.28	34878607.13	31872979.09	511566.9219	509109.6367	643400.3398	461607.375	4391518.758	2950008.922	3367746.633	2980227.023	10246480.94	15959591.69	19887009.06	10987820	236068.375	53938.58203		127994.7266				30271.66797	4328466.75	1686528.648	1334954.436	1259683.238							30610.04492		373990.7148	358804.5352	311526.291	204484.5508				
0005_4-hydroxybenzoic_acid_negative_M-H137p0244_1p43	9240782.477	17481897.22	22132245.84	18155479.6	68123781.55	11797040.14	32740299.63	40585984.73	3544207955	3982489597	3851253874	3144004022	136607175.6	131978128.3	148430419.4	159969791.9	880155267.1	678822636.2	728148778.6	702983419.2	3169344853	2486906678	2697047500	2725489385	33320784.81	27398595.93	12424960.02	30055149.99	14750336.67	14176221.64	15785401.55	13011187.59	19589028.7	105638588.5	71890281.2	157128086.1	25482542.84	24692682.34	32651058.44	25581075.31	35030402.68	30795119.59	37844305.47	36564929.91	59733896.03	53046565.2	83439489.38	45803423.11	18622112.44	12624105.9	11279965.6	13129660.85
0006_dethiobiotin_negative_M-H213p1244_1p66					845466.8711	22699.5	532097.0352	933442.6016	168129040.3	135181614.6	185321214.6	169855191.2	13640509.02	12452212.47	13014030.85	10839013.45	65175285.93	4522882.238	53322821.79	63833615.08	129997763.5	113338496.1	139470324.7	123175730.3				39674.36719			20671.61133	17808.77148	741182.6797			23974.91602		100781.2285	235839.959	154984.8613	2110943.088	1583080.359	2468768.51	2467876.514	448885.0332	97632.56445						
0007_pyrrole-2-carboxylic_acid_negative_M-H110p0247_1p86	991325.7324	1214355.762	1232355.661	1771445.381	1064101.816	1210356.191	904423.043	932148.9561	83278052.07	42135334.09	41649900.43	30055170.05	1522468.656	1825227.105	1473395.832	1653280.447	13045686.61	7512566.297	9779612.215	9917386.77	47535558.81	21681784.23	29282718.92	43419566.11	984562.2793	927031.7471	1018532.799	848656.373	1095366.44	1046468.564	957254.4697	1129077.281	13198508.99	3743531.749	2914492.596	5820735.338	1090264.878	965101.6289	1169506.238	1179415.817	3866382.67	2473782.566	2543150.223	3705766.207	3553052.064	3972270.658	3743238.02	1883955.976	1076881.316	1009185.576	1211520.253	652013.2441
0008_salicylic_acid_negative_M-H137p0244_1p87	12010896.88	19824845.06	27546046.43	22583464.5	187856016.1	89707629.59	126258764.6	178022286.8	1705973237	1921783886	1597637518	692660153.6	154313384.3	257661465.7	221988568.9	131538814.9	559506474.4	1639003464	579804030.5	513428787.4	1087260670	425248699.6	1398222889	1068619927	320234676.3	244177095.5	81974118.43	545940459.6	24744153.92	21202045.94	102921733.7	19654135.41	369963256	651212396	662099073.1	147127105.9	25314901.41	21078583.46	22101339.39	23138555.57	328801146.1	123066504.6	87937145.23	350503049.4	636544875	551922323.5	569704924.5	625453483.2	41964639.91	16940922.38	14009359.72	14356265.16
0009_2-methylmaleic_acid_negative_M-H129p0193_1p90	2849548.11	26769517.16	26917046.22	27349275.09	36665885.1	2811335.441	30722298.12	37374216.8	57514691.61	124606951.5	141440503.2	209074587.3	25662600.34	41579680.12	34417556.13	28701215.43	40563229.79	33877918.97	48203611.04	27971264.11	121776187.4	24332872.77	35339141.99	113426981.5	39113749.42	31045843.24	2328250.941	36943664.1	25165690.64	24184865.14	46166363.24	19190690.15	42480431.26	29910529.38	28508441.12	29569576.54	49429541.38	48443653.52	50124850.56	49952864.8	56945083.78	38211611.63	41713156.44	62608545.75	42363467.29	35079162.67	21330732.79	26424034.87	29177376.81	18813236.02	17480505.41	32407848
